IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,FactValueNumeric,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric1,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,ALB,Albania,Year,2003,FALSE,Sex,Male,5.005,MLE,,,,,,,,,,5,,,4.31,,5.69,5 [4.31 – 5.69],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,ALB,Albania,Year,2002,FALSE,Sex,Male,4.995,MLE,,,,,,,,,,4.99,,,4.29,,5.69,4.99 [4.29 – 5.69],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,ALB,Albania,Year,2001,FALSE,Sex,Male,4.985,MLE,,,,,,,,,,4.98,,,4.29,,5.67,4.98 [4.29 – 5.67],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,ARM,Armenia,Year,2013,FALSE,Sex,Male,5.76,MLE,,,,,,,,,,5.76,,,4.81,,6.69,5.76 [4.81 – 6.69],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,ARM,Armenia,Year,2012,FALSE,Sex,Male,5.755,MLE,,,,,,,,,,5.75,,,4.86,,6.61,5.75 [4.86 – 6.61],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,ARM,Armenia,Year,2011,FALSE,Sex,Male,5.74,MLE,,,,,,,,,,5.73,,,4.9,,6.54,5.73 [4.9 – 6.54],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,ARM,Armenia,Year,2010,FALSE,Sex,Male,5.725,MLE,,,,,,,,,,5.72,,,4.94,,6.47,5.72 [4.94 – 6.47],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,FALSE,Sex,Male,5.71,MLE,,,,,,,,,,5.7,,,4.97,,6.41,5.7 [4.97 – 6.41],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,ARM,Armenia,Year,2008,FALSE,Sex,Male,5.69,MLE,,,,,,,,,,5.68,,,4.99,,6.36,5.68 [4.99 – 6.36],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,ARM,Armenia,Year,2007,FALSE,Sex,Male,5.67,MLE,,,,,,,,,,5.66,,,4.99,,6.3,5.66 [4.99 – 6.3],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,ARM,Armenia,Year,2006,FALSE,Sex,Male,5.64,MLE,,,,,,,,,,5.62,,,4.97,,6.26,5.62 [4.97 – 6.26],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,ARM,Armenia,Year,2005,FALSE,Sex,Male,5.605,MLE,,,,,,,,,,5.59,,,4.96,,6.23,5.59 [4.96 – 6.23],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,ARM,Armenia,Year,2004,FALSE,Sex,Male,5.575,MLE,,,,,,,,,,5.56,,,4.94,,6.19,5.56 [4.94 – 6.19],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,ARM,Armenia,Year,2003,FALSE,Sex,Male,5.545,MLE,,,,,,,,,,5.53,,,4.91,,6.17,5.53 [4.91 – 6.17],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,ARM,Armenia,Year,2002,FALSE,Sex,Male,5.52,MLE,,,,,,,,,,5.51,,,4.88,,6.14,5.51 [4.88 – 6.14],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,ARM,Armenia,Year,2001,FALSE,Sex,Male,5.495,MLE,,,,,,,,,,5.48,,,4.84,,6.11,5.48 [4.84 – 6.11],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,AUT,Austria,Year,2013,FALSE,Sex,Male,5.395,MLE,,,,,,,,,,5.31,,,4.53,,6.1,5.31 [4.53 – 6.1],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,AUT,Austria,Year,2012,FALSE,Sex,Male,5.3,MLE,,,,,,,,,,5.29,,,4.58,,6,5.29 [4.58 – 6],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,AUT,Austria,Year,2011,FALSE,Sex,Male,5.28,MLE,,,,,,,,,,5.27,,,4.63,,5.91,5.27 [4.63 – 5.91],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,AUT,Austria,Year,2010,FALSE,Sex,Male,5.26,MLE,,,,,,,,,,5.25,,,4.67,,5.84,5.25 [4.67 – 5.84],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,AUT,Austria,Year,2009,FALSE,Sex,Male,5.24,MLE,,,,,,,,,,5.23,,,4.7,,5.77,5.23 [4.7 – 5.77],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,AUT,Austria,Year,2008,FALSE,Sex,Male,5.22,MLE,,,,,,,,,,5.21,,,4.73,,5.69,5.21 [4.73 – 5.69],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,AUT,Austria,Year,2007,FALSE,Sex,Male,5.2,MLE,,,,,,,,,,5.19,,,4.75,,5.64,5.19 [4.75 – 5.64],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,AUT,Austria,Year,2006,FALSE,Sex,Male,5.18,MLE,,,,,,,,,,5.17,,,4.76,,5.59,5.17 [4.76 – 5.59],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,AUT,Austria,Year,2005,FALSE,Sex,Male,5.16,MLE,,,,,,,,,,5.15,,,4.75,,5.55,5.15 [4.75 – 5.55],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,AUT,Austria,Year,2004,FALSE,Sex,Male,5.14,MLE,,,,,,,,,,5.13,,,4.74,,5.51,5.13 [4.74 – 5.51],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,AUT,Austria,Year,2003,FALSE,Sex,Male,5.115,MLE,,,,,,,,,,5.1,,,4.72,,5.48,5.1 [4.72 – 5.48],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,AUT,Austria,Year,2002,FALSE,Sex,Male,5.09,MLE,,,,,,,,,,5.08,,,4.7,,5.45,5.08 [4.7 – 5.45],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,AUT,Austria,Year,2001,FALSE,Sex,Male,5.065,MLE,,,,,,,,,,5.05,,,4.68,,5.42,5.05 [4.68 – 5.42],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BEL,Belgium,Year,2013,FALSE,Sex,Male,5.45,MLE,,,,,,,,,,5.45,,,4.5,,6.4,5.45 [4.5 – 6.4],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BEL,Belgium,Year,2012,FALSE,Sex,Male,5.45,MLE,,,,,,,,,,5.45,,,4.55,,6.33,5.45 [4.55 – 6.33],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BEL,Belgium,Year,2011,FALSE,Sex,Male,5.445,MLE,,,,,,,,,,5.44,,,4.6,,6.27,5.44 [4.6 – 6.27],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BEL,Belgium,Year,2010,FALSE,Sex,Male,5.435,MLE,,,,,,,,,,5.43,,,4.63,,6.21,5.43 [4.63 – 6.21],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BEL,Belgium,Year,2009,FALSE,Sex,Male,5.425,MLE,,,,,,,,,,5.42,,,4.67,,6.15,5.42 [4.67 – 6.15],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BEL,Belgium,Year,2008,FALSE,Sex,Male,5.415,MLE,,,,,,,,,,5.41,,,4.71,,6.1,5.41 [4.71 – 6.1],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BEL,Belgium,Year,2007,FALSE,Sex,Male,5.41,MLE,,,,,,,,,,5.41,,,4.73,,6.08,5.41 [4.73 – 6.08],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BEL,Belgium,Year,2006,FALSE,Sex,Male,5.405,MLE,,,,,,,,,,5.4,,,4.75,,6.05,5.4 [4.75 – 6.05],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BEL,Belgium,Year,2005,FALSE,Sex,Male,5.395,MLE,,,,,,,,,,5.39,,,4.76,,6.02,5.39 [4.76 – 6.02],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BEL,Belgium,Year,2004,FALSE,Sex,Male,5.39,MLE,,,,,,,,,,5.39,,,4.77,,6,5.39 [4.77 – 6],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BEL,Belgium,Year,2003,FALSE,Sex,Male,5.385,MLE,,,,,,,,,,5.38,,,4.77,,5.98,5.38 [4.77 – 5.98],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BEL,Belgium,Year,2002,FALSE,Sex,Male,5.375,MLE,,,,,,,,,,5.37,,,4.76,,5.97,5.37 [4.76 – 5.97],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BEL,Belgium,Year,2001,FALSE,Sex,Male,5.37,MLE,,,,,,,,,,5.37,,,4.76,,5.98,5.37 [4.76 – 5.98],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2013,FALSE,Sex,Male,5.41,MLE,,,,,,,,,,5.41,,,4.39,,6.45,5.41 [4.39 – 6.45],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2012,FALSE,Sex,Male,5.405,MLE,,,,,,,,,,5.4,,,4.45,,6.35,5.4 [4.45 – 6.35],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2011,FALSE,Sex,Male,5.39,MLE,,,,,,,,,,5.38,,,4.5,,6.28,5.38 [4.5 – 6.28],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2010,FALSE,Sex,Male,5.375,MLE,,,,,,,,,,5.37,,,4.52,,6.21,5.37 [4.52 – 6.21],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2009,FALSE,Sex,Male,5.36,MLE,,,,,,,,,,5.35,,,4.56,,6.15,5.35 [4.56 – 6.15],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2008,FALSE,Sex,Male,5.34,MLE,,,,,,,,,,5.33,,,4.57,,6.09,5.33 [4.57 – 6.09],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2007,FALSE,Sex,Male,5.32,MLE,,,,,,,,,,5.31,,,4.58,,6.04,5.31 [4.58 – 6.04],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2006,FALSE,Sex,Male,5.305,MLE,,,,,,,,,,5.3,,,4.59,,6.01,5.3 [4.59 – 6.01],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2005,FALSE,Sex,Male,5.29,MLE,,,,,,,,,,5.28,,,4.59,,5.97,5.28 [4.59 – 5.97],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2004,FALSE,Sex,Male,5.27,MLE,,,,,,,,,,5.26,,,4.58,,5.95,5.26 [4.58 – 5.95],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2003,FALSE,Sex,Male,5.25,MLE,,,,,,,,,,5.24,,,4.57,,5.93,5.24 [4.57 – 5.93],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2002,FALSE,Sex,Male,5.235,MLE,,,,,,,,,,5.23,,,4.57,,5.92,5.23 [4.57 – 5.92],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2001,FALSE,Sex,Male,5.225,MLE,,,,,,,,,,5.22,,,4.56,,5.89,5.22 [4.56 – 5.89],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HRV,Croatia,Year,2013,FALSE,Sex,Male,5.295,MLE,,,,,,,,,,5.37,,,4.35,,6.42,5.37 [4.35 – 6.42],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HRV,Croatia,Year,2012,FALSE,Sex,Male,5.36,MLE,,,,,,,,,,5.35,,,4.39,,6.33,5.35 [4.39 – 6.33],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HRV,Croatia,Year,2011,FALSE,Sex,Male,5.34,MLE,,,,,,,,,,5.33,,,4.44,,6.25,5.33 [4.44 – 6.25],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HRV,Croatia,Year,2010,FALSE,Sex,Male,5.325,MLE,,,,,,,,,,5.32,,,4.48,,6.18,5.32 [4.48 – 6.18],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HRV,Croatia,Year,2009,FALSE,Sex,Male,5.31,MLE,,,,,,,,,,5.3,,,4.51,,6.12,5.3 [4.51 – 6.12],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HRV,Croatia,Year,2008,FALSE,Sex,Male,5.29,MLE,,,,,,,,,,5.28,,,4.52,,6.06,5.28 [4.52 – 6.06],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HRV,Croatia,Year,2007,FALSE,Sex,Male,5.27,MLE,,,,,,,,,,5.26,,,4.53,,6,5.26 [4.53 – 6],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HRV,Croatia,Year,2006,FALSE,Sex,Male,5.25,MLE,,,,,,,,,,5.24,,,4.53,,5.95,5.24 [4.53 – 5.95],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HRV,Croatia,Year,2005,FALSE,Sex,Male,5.23,MLE,,,,,,,,,,5.22,,,4.52,,5.91,5.22 [4.52 – 5.91],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HRV,Croatia,Year,2004,FALSE,Sex,Male,5.21,MLE,,,,,,,,,,5.2,,,4.52,,5.88,5.2 [4.52 – 5.88],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HRV,Croatia,Year,2003,FALSE,Sex,Male,5.19,MLE,,,,,,,,,,5.18,,,4.51,,5.86,5.18 [4.51 – 5.86],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HRV,Croatia,Year,2002,FALSE,Sex,Male,5.17,MLE,,,,,,,,,,5.16,,,4.49,,5.84,5.16 [4.49 – 5.84],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HRV,Croatia,Year,2001,FALSE,Sex,Male,5.155,MLE,,,,,,,,,,5.15,,,4.47,,5.83,5.15 [4.47 – 5.83],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,CZE,Czechia,Year,2013,FALSE,Sex,Male,5.53,MLE,,,,,,,,,,5.53,,,4.86,,6.19,5.53 [4.86 – 6.19],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,CZE,Czechia,Year,2012,FALSE,Sex,Male,5.53,MLE,,,,,,,,,,5.53,,,4.92,,6.13,5.53 [4.92 – 6.13],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,CZE,Czechia,Year,2011,FALSE,Sex,Male,5.53,MLE,,,,,,,,,,5.53,,,4.99,,6.06,5.53 [4.99 – 6.06],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,CZE,Czechia,Year,2010,FALSE,Sex,Male,5.53,MLE,,,,,,,,,,5.53,,,5.05,,6.01,5.53 [5.05 – 6.01],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,CZE,Czechia,Year,2009,FALSE,Sex,Male,5.53,MLE,,,,,,,,,,5.53,,,5.09,,5.97,5.53 [5.09 – 5.97],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,CZE,Czechia,Year,2008,FALSE,Sex,Male,5.53,MLE,,,,,,,,,,5.53,,,5.13,,5.93,5.53 [5.13 – 5.93],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,CZE,Czechia,Year,2007,FALSE,Sex,Male,5.53,MLE,,,,,,,,,,5.53,,,5.16,,5.9,5.53 [5.16 – 5.9],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,CZE,Czechia,Year,2006,FALSE,Sex,Male,5.525,MLE,,,,,,,,,,5.52,,,5.17,,5.87,5.52 [5.17 – 5.87],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,CZE,Czechia,Year,2005,FALSE,Sex,Male,5.52,MLE,,,,,,,,,,5.52,,,5.19,,5.85,5.52 [5.19 – 5.85],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,CZE,Czechia,Year,2004,FALSE,Sex,Male,5.52,MLE,,,,,,,,,,5.52,,,5.2,,5.83,5.52 [5.2 – 5.83],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,CZE,Czechia,Year,2003,FALSE,Sex,Male,5.515,MLE,,,,,,,,,,5.51,,,5.21,,5.82,5.51 [5.21 – 5.82],,,EN,2020-05-28T23:00:00.000Z
